source	output	vertices	edges	vertex_labels	edge_labels
query_sparse_16_32.graph	query_sparse_16_32.cypher	16	22	1,10,12,13,14,2,3,5,6,7,8	0
query_sparse_16_33.graph	query_sparse_16_33.cypher	16	22	0,1,11,12,13,14,2,3,7,8,9	0
query_sparse_16_34.graph	query_sparse_16_34.cypher	16	22	0,10,11,12,13,14,2,3,4,6,8	0
query_sparse_16_35.graph	query_sparse_16_35.cypher	16	22	1,11,12,13,14,2,3,5,6,8	0
query_sparse_16_36.graph	query_sparse_16_36.cypher	16	22	0,10,11,14,3,5,6,7,8,9	0
query_sparse_16_37.graph	query_sparse_16_37.cypher	16	22	10,11,12,13,2,6,7,8	0
query_sparse_16_38.graph	query_sparse_16_38.cypher	16	22	0,12,13,2,5,7,8,9	0
query_sparse_16_39.graph	query_sparse_16_39.cypher	16	22	0,1,10,13,14,5,6,9	0
query_sparse_16_4.graph	query_sparse_16_4.cypher	16	22	0,12,13,14,2,3,4,6,8	0
query_sparse_16_40.graph	query_sparse_16_40.cypher	16	22	1,10,11,12,13,14,2,5,6,7,8	0
query_sparse_16_41.graph	query_sparse_16_41.cypher	16	22	0,1,10,12,13,14,2,4,5,6,7	0
query_sparse_16_42.graph	query_sparse_16_42.cypher	16	22	0,1,11,12,13,14,2,4,5,8,9	0
query_sparse_16_43.graph	query_sparse_16_43.cypher	16	22	11,13,14,3,5,7,8,9	0
query_sparse_16_44.graph	query_sparse_16_44.cypher	16	22	0,1,12,14,3,4,5,7,9	0
query_sparse_16_45.graph	query_sparse_16_45.cypher	16	22	0,10,11,12,13,3,5,7,8,9	0
query_sparse_16_46.graph	query_sparse_16_46.cypher	16	22	0,1,10,11,2,3,4,5,6,8	0
query_sparse_16_47.graph	query_sparse_16_47.cypher	16	22	0,10,12,13,14,2,3,6,8,9	0
query_sparse_16_48.graph	query_sparse_16_48.cypher	16	22	0,10,11,12,13,2,3,4,7	0
query_sparse_16_49.graph	query_sparse_16_49.cypher	16	22	1,10,11,12,13,14,4,5,6,7,8	0
query_sparse_16_5.graph	query_sparse_16_5.cypher	16	22	0,1,11,13,14,2,3,6,7,9	0
query_sparse_16_50.graph	query_sparse_16_50.cypher	16	22	0,10,11,13,14,2,5,7,8,9	0
query_sparse_16_51.graph	query_sparse_16_51.cypher	16	22	10,11,12,13,14,2,6,7,9	0
query_sparse_16_52.graph	query_sparse_16_52.cypher	16	22	0,1,10,11,12,14,2,3,5,9	0
query_sparse_16_53.graph	query_sparse_16_53.cypher	16	22	0,12,13,2,3,4,5,7,9	0
query_sparse_16_54.graph	query_sparse_16_54.cypher	16	22	0,1,12,2,3,4,5,8,9	0
query_sparse_16_55.graph	query_sparse_16_55.cypher	16	22	0,1,10,11,13,3,4,5,7	0
query_sparse_16_56.graph	query_sparse_16_56.cypher	16	22	0,1,10,11,13,14,3,6,8,9	0
query_sparse_16_57.graph	query_sparse_16_57.cypher	16	22	1,10,14,3,4,5,6,8,9	0
query_sparse_16_58.graph	query_sparse_16_58.cypher	16	22	0,1,12,2,3,7,9	0
query_sparse_16_59.graph	query_sparse_16_59.cypher	16	22	1,11,13,14,2,3,4,5,6,8,9	0
query_sparse_16_6.graph	query_sparse_16_6.cypher	16	22	0,1,10,13,14,2,3,4,5,8,9	0
query_sparse_16_60.graph	query_sparse_16_60.cypher	16	22	0,1,10,11,2,3,4,5,6,7,8	0
query_sparse_16_61.graph	query_sparse_16_61.cypher	16	22	11,12,2,4,5,7,8,9	0
query_sparse_16_62.graph	query_sparse_16_62.cypher	16	22	0,1,10,11,2,3,5,6,7,8,9	0
query_sparse_16_63.graph	query_sparse_16_63.cypher	16	22	1,10,12,13,14,2,5,6,7,8,9	0
query_sparse_16_64.graph	query_sparse_16_64.cypher	16	22	1,10,11,13,14,3,7,8,9	0
query_sparse_16_65.graph	query_sparse_16_65.cypher	16	22	0,1,10,11,13,14,2,3,5,6,8	0
query_sparse_16_66.graph	query_sparse_16_66.cypher	16	22	1,10,11,12,3,4,5,6,8,9	0
query_sparse_16_67.graph	query_sparse_16_67.cypher	16	22	1,11,12,14,2,3,6,7,8,9	0
query_sparse_16_68.graph	query_sparse_16_68.cypher	16	22	1,10,11,12,13,5,6,7,8	0
query_sparse_16_69.graph	query_sparse_16_69.cypher	16	22	0,1,10,13,14,3,4,8,9	0
query_sparse_16_7.graph	query_sparse_16_7.cypher	16	22	0,1,10,11,14,3,7,8,9	0
query_sparse_16_70.graph	query_sparse_16_70.cypher	16	22	0,10,11,12,13,14,2,3,4,5,7	0
query_sparse_16_71.graph	query_sparse_16_71.cypher	16	22	1,10,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_16_72.graph	query_sparse_16_72.cypher	16	22	0,10,11,12,2,3,5,7,8,9	0
query_sparse_16_73.graph	query_sparse_16_73.cypher	16	22	1,11,12,13,14,4,5,6,7,8,9	0
query_sparse_16_74.graph	query_sparse_16_74.cypher	16	22	0,1,10,13,14,4,5,6,9	0
query_sparse_16_75.graph	query_sparse_16_75.cypher	16	22	0,10,11,12,14,3,5,6,7,8	0
query_sparse_16_76.graph	query_sparse_16_76.cypher	16	22	0,10,11,12,13,3,4,6,9	0
query_sparse_16_77.graph	query_sparse_16_77.cypher	16	22	11,12,13,14,2,3,5,6,8	0
query_sparse_16_78.graph	query_sparse_16_78.cypher	16	22	0,10,11,12,14,4,7,8,9	0
query_sparse_16_79.graph	query_sparse_16_79.cypher	16	22	0,1,11,14,2,3,5,6,7,8,9	0
query_sparse_16_8.graph	query_sparse_16_8.cypher	16	22	1,10,11,13,2,4,5,8,9	0
query_sparse_16_80.graph	query_sparse_16_80.cypher	16	22	1,10,11,2,4,5,6,7,9	0
query_sparse_16_81.graph	query_sparse_16_81.cypher	16	22	0,1,11,13,14,4,5,6,8,9	0
query_sparse_16_82.graph	query_sparse_16_82.cypher	16	22	10,11,12,13,14,3,4,5,6,8	0
query_sparse_16_83.graph	query_sparse_16_83.cypher	16	22	0,1,10,12,14,2,3,6,7,8,9	0
query_sparse_16_84.graph	query_sparse_16_84.cypher	16	22	0,1,10,11,12,13,14,3,4,6,7,8	0
query_sparse_16_85.graph	query_sparse_16_85.cypher	16	22	0,11,12,13,2,4,5,7,8,9	0
query_sparse_16_86.graph	query_sparse_16_86.cypher	16	22	0,10,11,13,14,2,7,8,9	0
query_sparse_16_87.graph	query_sparse_16_87.cypher	16	22	0,1,10,11,12,13,14,4,9	0
query_sparse_16_88.graph	query_sparse_16_88.cypher	16	22	0,1,10,11,13,3,4,5,6	0
query_sparse_16_89.graph	query_sparse_16_89.cypher	16	22	0,1,12,14,2,4,5,6,7,9	0
query_sparse_16_9.graph	query_sparse_16_9.cypher	16	22	1,10,11,12,13,14,4,7,8,9	0
query_sparse_16_90.graph	query_sparse_16_90.cypher	16	22	1,11,12,13,4,6,8,9	0
query_sparse_16_91.graph	query_sparse_16_91.cypher	16	22	0,1,13,14,3,4,5,6,7,8,9	0
query_sparse_16_92.graph	query_sparse_16_92.cypher	16	22	0,10,11,13,2,3,4,5,7,8,9	0
query_sparse_16_93.graph	query_sparse_16_93.cypher	16	22	0,10,11,12,2,3,4,6,7,9	0
query_sparse_16_94.graph	query_sparse_16_94.cypher	16	22	0,10,11,12,14,3,5,7,8,9	0
query_sparse_16_95.graph	query_sparse_16_95.cypher	16	22	0,1,10,11,13,14,2,4,5,6,8	0
query_sparse_16_96.graph	query_sparse_16_96.cypher	16	22	0,1,10,12,14,2,3,4,6,7,8	0
query_sparse_16_97.graph	query_sparse_16_97.cypher	16	22	0,10,13,14,2,5,7,8,9	0
query_sparse_16_98.graph	query_sparse_16_98.cypher	16	22	0,1,10,11,12,13,14,2,5,7,8	0
query_sparse_16_99.graph	query_sparse_16_99.cypher	16	22	0,10,11,12,2,4,5,6,7	0
query_sparse_24_1.graph	query_sparse_24_1.cypher	24	33	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_10.graph	query_sparse_24_10.cypher	24	33	1,10,12,13,4,5,6,7,8,9	0
query_sparse_24_100.graph	query_sparse_24_100.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_101.graph	query_sparse_24_101.cypher	24	33	1,10,12,13,14,2,4,5,6,7,8	0
query_sparse_24_102.graph	query_sparse_24_102.cypher	24	33	0,1,10,12,13,14,3,4,6,7,8,9	0
query_sparse_24_103.graph	query_sparse_24_103.cypher	24	33	0,1,10,11,13,14,4,5,7,8,9	0
query_sparse_24_104.graph	query_sparse_24_104.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_105.graph	query_sparse_24_105.cypher	24	33	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_106.graph	query_sparse_24_106.cypher	24	33	0,1,10,11,12,14,2,3,5,6,7,8	0
query_sparse_24_107.graph	query_sparse_24_107.cypher	24	33	0,1,10,11,12,13,14,2,3,5,7,8,9	0
query_sparse_24_108.graph	query_sparse_24_108.cypher	24	33	0,10,11,12,14,4,6,7,8,9	0
query_sparse_24_109.graph	query_sparse_24_109.cypher	24	33	0,10,11,12,13,14,4,5,6,7,8,9	0
query_sparse_24_11.graph	query_sparse_24_11.cypher	24	33	1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_24_110.graph	query_sparse_24_110.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_111.graph	query_sparse_24_111.cypher	24	33	0,1,10,12,13,14,2,3,4,5,8,9	0
query_sparse_24_112.graph	query_sparse_24_112.cypher	24	33	0,1,12,13,14,3,4,5,7,8,9	0
query_sparse_24_113.graph	query_sparse_24_113.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_114.graph	query_sparse_24_114.cypher	24	33	0,1,12,13,14,2,4,5,6,7,8,9	0
query_sparse_24_115.graph	query_sparse_24_115.cypher	24	33	0,1,10,11,12,13,14,2,3,4,7,8,9	0
query_sparse_24_116.graph	query_sparse_24_116.cypher	24	33	0,1,12,13,3,4,5,6,7,8,9	0
query_sparse_24_117.graph	query_sparse_24_117.cypher	24	33	0,1,10,12,13,2,3,4,5,6,7,9	0
query_sparse_24_118.graph	query_sparse_24_118.cypher	24	33	0,1,11,12,14,2,3,4,5,6,7,9	0
query_sparse_24_119.graph	query_sparse_24_119.cypher	24	33	0,10,11,12,13,2,3,4,5,6,8	0
query_sparse_24_12.graph	query_sparse_24_12.cypher	24	33	0,1,11,12,13,2,3,6,8,9	0
query_sparse_24_120.graph	query_sparse_24_120.cypher	24	33	1,11,12,13,14,2,4,5,6,8,9	0
query_sparse_24_121.graph	query_sparse_24_121.cypher	24	33	0,1,10,11,14,2,3,5,8,9	0
query_sparse_24_122.graph	query_sparse_24_122.cypher	24	33	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_123.graph	query_sparse_24_123.cypher	24	33	0,1,10,12,13,14,2,3,5,6,7,9	0
query_sparse_24_124.graph	query_sparse_24_124.cypher	24	33	0,10,11,12,13,2,3,4,5,6,8,9	0
query_sparse_24_125.graph	query_sparse_24_125.cypher	24	33	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_126.graph	query_sparse_24_126.cypher	24	33	1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_127.graph	query_sparse_24_127.cypher	24	33	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_24_128.graph	query_sparse_24_128.cypher	24	33	0,1,11,13,14,2,3,4,7,8,9	0
query_sparse_24_129.graph	query_sparse_24_129.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6	0
query_sparse_24_13.graph	query_sparse_24_13.cypher	24	33	0,1,10,11,12,13,14,2,4,6,7,9	0
query_sparse_24_130.graph	query_sparse_24_130.cypher	24	33	0,1,11,12,13,14,2,3,5,6,8	0
query_sparse_24_131.graph	query_sparse_24_131.cypher	24	33	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_132.graph	query_sparse_24_132.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_24_133.graph	query_sparse_24_133.cypher	24	33	0,1,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_24_134.graph	query_sparse_24_134.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,8,9	0
query_sparse_24_135.graph	query_sparse_24_135.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_136.graph	query_sparse_24_136.cypher	24	33	0,1,11,12,13,14,2,4,5,6,7,8	0
query_sparse_24_137.graph	query_sparse_24_137.cypher	24	33	0,1,10,11,12,2,3,4,7,8,9	0
query_sparse_24_138.graph	query_sparse_24_138.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,7,9	0
query_sparse_24_139.graph	query_sparse_24_139.cypher	24	33	0,1,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_24_14.graph	query_sparse_24_14.cypher	24	33	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_140.graph	query_sparse_24_140.cypher	24	33	0,10,12,13,14,2,3,4,5,6,7,9	0
query_sparse_24_141.graph	query_sparse_24_141.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6,7,9	0
query_sparse_24_142.graph	query_sparse_24_142.cypher	24	33	1,10,11,12,14,2,3,4,6,7,8,9	0
query_sparse_24_143.graph	query_sparse_24_143.cypher	24	33	0,1,11,13,14,2,3,4,5,7,8,9	0
query_sparse_24_144.graph	query_sparse_24_144.cypher	24	33	0,1,10,12,13,14,2,4,5,6,7	0
query_sparse_24_145.graph	query_sparse_24_145.cypher	24	33	0,1,10,11,13,2,4,5,6,7,8,9	0
query_sparse_24_146.graph	query_sparse_24_146.cypher	24	33	1,10,13,2,3,4,5,6,7,8,9	0
query_sparse_24_147.graph	query_sparse_24_147.cypher	24	33	0,1,10,11,12,13,14,4,5,6,7,8,9	0
query_sparse_24_148.graph	query_sparse_24_148.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_149.graph	query_sparse_24_149.cypher	24	33	0,10,11,13,14,2,3,4,5,7,8,9	0
query_sparse_24_15.graph	query_sparse_24_15.cypher	24	33	0,1,11,12,13,2,3,4,5,6,8,9	0
query_sparse_24_150.graph	query_sparse_24_150.cypher	24	33	0,10,13,14,2,3,4,5,6,8,9	0
query_sparse_24_151.graph	query_sparse_24_151.cypher	24	33	0,10,11,12,13,14,2,3,5,6,7,8	0
query_sparse_24_152.graph	query_sparse_24_152.cypher	24	33	0,1,10,12,13,14,2,3,4,6,7,8,9	0
query_sparse_24_153.graph	query_sparse_24_153.cypher	24	33	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_154.graph	query_sparse_24_154.cypher	24	33	1,10,11,12,3,4,5,7,8,9	0
query_sparse_24_155.graph	query_sparse_24_155.cypher	24	33	0,1,10,11,12,2,5,6,9	0
query_sparse_24_156.graph	query_sparse_24_156.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,8	0
query_sparse_24_157.graph	query_sparse_24_157.cypher	24	33	0,1,11,12,14,2,3,5,6,7,8,9	0
query_sparse_24_158.graph	query_sparse_24_158.cypher	24	33	1,10,11,12,13,14,3,4,5,7,8	0
query_sparse_24_159.graph	query_sparse_24_159.cypher	24	33	1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_24_16.graph	query_sparse_24_16.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_160.graph	query_sparse_24_160.cypher	24	33	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_161.graph	query_sparse_24_161.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7	0
query_sparse_24_162.graph	query_sparse_24_162.cypher	24	33	0,10,11,12,14,2,4,5,6,7,8,9	0
query_sparse_24_163.graph	query_sparse_24_163.cypher	24	33	0,1,10,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_164.graph	query_sparse_24_164.cypher	24	33	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_165.graph	query_sparse_24_165.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_166.graph	query_sparse_24_166.cypher	24	33	0,1,10,11,14,2,3,4,5,7,8,9	0
query_sparse_24_167.graph	query_sparse_24_167.cypher	24	33	0,1,10,11,14,2,3,4,5,6,7,8	0
query_sparse_24_168.graph	query_sparse_24_168.cypher	24	33	0,1,10,11,14,3,4,5,7,8,9	0
query_sparse_24_169.graph	query_sparse_24_169.cypher	24	33	0,1,11,12,14,3,4,5,6,7,9	0
query_sparse_24_17.graph	query_sparse_24_17.cypher	24	33	0,1,10,11,12,13,14,3,4,5,7,8,9	0
query_sparse_24_170.graph	query_sparse_24_170.cypher	24	33	0,10,11,12,14,2,3,5,6,7,8	0
query_sparse_24_171.graph	query_sparse_24_171.cypher	24	33	0,1,10,11,12,13,2,4,5,7,8,9	0
query_sparse_24_172.graph	query_sparse_24_172.cypher	24	33	0,1,11,12,13,14,2,3,4,5,7,8	0
query_sparse_24_173.graph	query_sparse_24_173.cypher	24	33	0,1,10,11,12,14,2,3,4,8,9	0
query_sparse_24_174.graph	query_sparse_24_174.cypher	24	33	0,1,12,13,14,2,5,6,7,8,9	0
query_sparse_24_175.graph	query_sparse_24_175.cypher	24	33	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_176.graph	query_sparse_24_176.cypher	24	33	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_177.graph	query_sparse_24_177.cypher	24	33	0,10,11,12,13,14,2,3,5,6,7,8	0
query_sparse_24_178.graph	query_sparse_24_178.cypher	24	33	0,1,10,11,12,13,14,2,4,6,7,8,9	0
query_sparse_24_179.graph	query_sparse_24_179.cypher	24	33	0,1,11,12,13,14,2,5,7,8,9	0
query_sparse_24_18.graph	query_sparse_24_18.cypher	24	33	0,1,10,11,13,14,2,3,4,6,7,9	0
query_sparse_24_180.graph	query_sparse_24_180.cypher	24	33	0,1,11,13,14,2,3,4,5,6,7,8	0
query_sparse_24_181.graph	query_sparse_24_181.cypher	24	33	0,1,10,13,14,2,3,5,6,7,8	0
query_sparse_24_182.graph	query_sparse_24_182.cypher	24	33	0,1,11,12,14,2,3,4,6,7,8	0
query_sparse_24_183.graph	query_sparse_24_183.cypher	24	33	0,1,10,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_184.graph	query_sparse_24_184.cypher	24	33	0,1,10,11,12,13,2,3,4,5,6,7,8	0
query_sparse_24_185.graph	query_sparse_24_185.cypher	24	33	0,1,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_186.graph	query_sparse_24_186.cypher	24	33	0,1,10,11,13,14,4,5,6,8	0
query_sparse_24_187.graph	query_sparse_24_187.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_188.graph	query_sparse_24_188.cypher	24	33	0,1,10,11,12,13,14,2,4,6,8,9	0
query_sparse_24_189.graph	query_sparse_24_189.cypher	24	33	0,1,10,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_19.graph	query_sparse_24_19.cypher	24	33	0,1,10,11,13,14,2,4,5,6,7,9	0
query_sparse_24_190.graph	query_sparse_24_190.cypher	24	33	0,1,10,11,12,13,14,2,3,4,8,9	0
query_sparse_24_191.graph	query_sparse_24_191.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7	0
query_sparse_24_192.graph	query_sparse_24_192.cypher	24	33	1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_24_193.graph	query_sparse_24_193.cypher	24	33	0,1,10,11,12,13,14,2,3,4,6,7,8	0
query_sparse_24_194.graph	query_sparse_24_194.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_195.graph	query_sparse_24_195.cypher	24	33	0,11,13,3,4,5,6,7,8,9	0
query_sparse_24_196.graph	query_sparse_24_196.cypher	24	33	0,10,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_24_197.graph	query_sparse_24_197.cypher	24	33	1,10,11,12,13,14,3,5,6,7,8,9	0
query_sparse_24_198.graph	query_sparse_24_198.cypher	24	33	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_199.graph	query_sparse_24_199.cypher	24	33	0,1,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_2.graph	query_sparse_24_2.cypher	24	33	0,1,10,13,14,2,3,4,5,6,7,8	0
query_sparse_24_20.graph	query_sparse_24_20.cypher	24	33	10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_200.graph	query_sparse_24_200.cypher	24	33	0,1,10,11,12,13,14,3,4,5,6,7,8	0
query_sparse_24_21.graph	query_sparse_24_21.cypher	24	33	0,1,10,12,14,2,3,5,6,7,8,9	0
query_sparse_24_22.graph	query_sparse_24_22.cypher	24	33	1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_23.graph	query_sparse_24_23.cypher	24	33	0,1,10,11,12,13,14,3,4,5,7,8,9	0
query_sparse_24_24.graph	query_sparse_24_24.cypher	24	33	1,10,11,12,13,14,2,3,4,5,7,8	0
query_sparse_24_25.graph	query_sparse_24_25.cypher	24	33	1,10,11,12,13,14,2,3,4,7,8	0
query_sparse_24_26.graph	query_sparse_24_26.cypher	24	33	0,1,10,12,13,14,3,6,7,8,9	0
query_sparse_24_27.graph	query_sparse_24_27.cypher	24	33	0,1,10,12,13,2,3,5,6,7,8,9	0
query_sparse_24_28.graph	query_sparse_24_28.cypher	24	33	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_24_29.graph	query_sparse_24_29.cypher	24	33	0,10,11,12,3,4,5,6,7,8,9	0
query_sparse_24_3.graph	query_sparse_24_3.cypher	24	33	0,10,11,12,14,2,3,4,6,7,8,9	0
query_sparse_24_30.graph	query_sparse_24_30.cypher	24	33	10,11,12,13,14,3,4,5,7,8,9	0
query_sparse_24_31.graph	query_sparse_24_31.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_32.graph	query_sparse_24_32.cypher	24	33	0,1,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_33.graph	query_sparse_24_33.cypher	24	33	0,1,11,14,2,3,4,5,7,8,9	0
query_sparse_24_34.graph	query_sparse_24_34.cypher	24	33	0,1,11,12,13,14,2,4,6,7,8,9	0
query_sparse_24_35.graph	query_sparse_24_35.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_36.graph	query_sparse_24_36.cypher	24	33	0,1,10,11,12,13,14,2,5,6,7,8,9	0
query_sparse_24_37.graph	query_sparse_24_37.cypher	24	33	0,1,10,13,3,4,5,6,7,8,9	0
query_sparse_24_38.graph	query_sparse_24_38.cypher	24	33	0,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_39.graph	query_sparse_24_39.cypher	24	33	0,1,10,11,13,14,2,5,6,7,8,9	0
query_sparse_24_4.graph	query_sparse_24_4.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,9	0
query_sparse_24_40.graph	query_sparse_24_40.cypher	24	33	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_41.graph	query_sparse_24_41.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_24_42.graph	query_sparse_24_42.cypher	24	33	0,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_43.graph	query_sparse_24_43.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_24_44.graph	query_sparse_24_44.cypher	24	33	1,10,11,12,13,3,4,5,6,7,9	0
query_sparse_24_45.graph	query_sparse_24_45.cypher	24	33	0,10,11,13,14,3,5,6,7,8,9	0
query_sparse_24_46.graph	query_sparse_24_46.cypher	24	33	11,12,13,2,3,4,5,6,8,9	0
query_sparse_24_47.graph	query_sparse_24_47.cypher	24	33	0,1,10,11,12,13,14,2,3,5,6,9	0
query_sparse_24_48.graph	query_sparse_24_48.cypher	24	33	0,1,10,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_49.graph	query_sparse_24_49.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_5.graph	query_sparse_24_5.cypher	24	33	0,1,10,11,14,2,3,4,6,7,8,9	0
query_sparse_24_50.graph	query_sparse_24_50.cypher	24	33	0,10,11,12,13,14,2,4,5,6,7,9	0
query_sparse_24_51.graph	query_sparse_24_51.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_52.graph	query_sparse_24_52.cypher	24	33	0,1,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_53.graph	query_sparse_24_53.cypher	24	33	0,1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_24_54.graph	query_sparse_24_54.cypher	24	33	0,1,10,11,13,14,2,3,4,5,6,9	0
query_sparse_24_55.graph	query_sparse_24_55.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_56.graph	query_sparse_24_56.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,7,8	0
query_sparse_24_57.graph	query_sparse_24_57.cypher	24	33	0,10,12,13,14,2,3,4,5,7,8	0
query_sparse_24_58.graph	query_sparse_24_58.cypher	24	33	0,1,10,11,12,13,2,3,4,5,8,9	0
query_sparse_24_59.graph	query_sparse_24_59.cypher	24	33	0,1,10,12,13,14,4,6,8,9	0
query_sparse_24_6.graph	query_sparse_24_6.cypher	24	33	0,10,12,13,14,3,4,5,6,7,8,9	0
query_sparse_24_60.graph	query_sparse_24_60.cypher	24	33	0,1,10,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_61.graph	query_sparse_24_61.cypher	24	33	0,1,10,12,13,2,5,6,7,8,9	0
query_sparse_24_62.graph	query_sparse_24_62.cypher	24	33	0,1,10,11,13,2,4,5,6,7,8,9	0
query_sparse_24_63.graph	query_sparse_24_63.cypher	24	33	0,1,12,13,14,2,3,4,7,8,9	0
query_sparse_24_64.graph	query_sparse_24_64.cypher	24	33	1,10,11,12,13,14,2,4,6,7,8,9	0
query_sparse_24_65.graph	query_sparse_24_65.cypher	24	33	0,1,11,12,13,14,2,3,4,5,7,8	0
query_sparse_24_66.graph	query_sparse_24_66.cypher	24	33	0,1,10,11,12,13,14,3,4,5,8,9	0
query_sparse_24_67.graph	query_sparse_24_67.cypher	24	33	0,1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_24_68.graph	query_sparse_24_68.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_69.graph	query_sparse_24_69.cypher	24	33	0,1,11,13,14,3,4,5,7,8,9	0
query_sparse_24_7.graph	query_sparse_24_7.cypher	24	33	0,11,12,13,14,2,3,4,6,8,9	0
query_sparse_24_70.graph	query_sparse_24_70.cypher	24	33	0,1,10,11,13,14,3,4,5,6,7,8,9	0
query_sparse_24_71.graph	query_sparse_24_71.cypher	24	33	0,1,10,11,13,14,2,3,6,7,8,9	0
query_sparse_24_72.graph	query_sparse_24_72.cypher	24	33	0,1,10,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_73.graph	query_sparse_24_73.cypher	24	33	0,1,10,11,12,13,14,3,5,6,9	0
query_sparse_24_74.graph	query_sparse_24_74.cypher	24	33	1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_24_75.graph	query_sparse_24_75.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
